topic_id,topic_slug,topic_name,instrument_code,instrument_name,proposed_importance_weight,proposed_status,structural_relevance,market_recognition,topic_sensitivity_participation,scale_influence,durability,rationale,evidence_types,evidence_summary,source_count,source_urls,source_publication_dates,confidence_level,ambiguity_notes,membership_review_needed,researched_at,leader_set_research_version
,功率二極體／整流器,功率二極體／整流器,5425,台半,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Taiwan Semiconductor's official company profile identifies decades-long core competence in discrete power rectifiers, with Trench Schottky, MOSFET, power transistor, LED-driver, analog IC and ESD product families.",official company product/IR; annual report or regulatory/industry source,"Taiwan Semiconductor's official company profile identifies decades-long core competence in discrete power rectifiers, with Trench Schottky, MOSFET, power transistor, LED-driver, analog IC and ESD product families.",3,https://taiwansemi.com/en/company-profile/|https://www.taiwansemi.com/en/wp-content/uploads/2024/06/Annual-Report_TSC_2023.pdf|https://www.taiwansemi.com/zh_tw/company-profile/,current company profile; 2023 annual report; current Chinese profile,HIGH,5425 is also a MOSFET supplier; this 1.00 is specific to the supplied rectifier/diode topic where the company describes a long-standing core competence.,false,2026-08-09,leader-set-research.v2
,化工原料／塑化報價,化工原料／塑化報價,1304,台聚,0.75,NEEDS_REVIEW,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"USI's official company identity supports a durable petrochemical/materials role, but current product-price exposure and materiality for the supplied quotation topic require a direct latest annual-report review.",official company product/IR; annual report or regulatory/industry source,"USI's official company identity supports a durable petrochemical/materials role, but current product-price exposure and materiality for the supplied quotation topic require a direct latest annual-report review.",2,https://www.usife.com.tw/|https://www.twse.com.tw/pdf/en/1304_en.pdf,current company site; current TWSE profile,MEDIUM,Keep NEEDS_REVIEW until current product mix and quotation sensitivity are refreshed; price moves are not leader evidence.,false,2026-08-09,leader-set-research.v2
,化工原料／塑化報價,化工原料／塑化報價,1326,台化,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Formosa Chemicals' official company profile and annual-report materials establish a large integrated petrochemical platform spanning basic/intermediate raw materials, plastics and synthetic fibers, directly matching the supplied chemical/plastics quotation topic.",official company product/IR; annual report or regulatory/industry source,"Formosa Chemicals' official company profile and annual-report materials establish a large integrated petrochemical platform spanning basic/intermediate raw materials, plastics and synthetic fibers, directly matching the supplied chemical/plastics quotation topic.",2,https://www.fcfc.com.tw/|https://www.twse.com.tw/pdf/en/1326_en.pdf,current company site; current TWSE profile,HIGH,"Integrated group spans many chemical chains; weight reflects structural industry representation, not commodity-price timing.",false,2026-08-09,leader-set-research.v2
,化工原料／塑化報價,化工原料／塑化報價,6505,台塑化,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"FPCC's official annual report identifies petroleum refining, basic petrochemicals and plastics-related materials as core operations, supporting a durable upstream chemical/quotation representative.",official company product/IR; annual report or regulatory/industry source,"FPCC's official annual report identifies petroleum refining, basic petrochemicals and plastics-related materials as core operations, supporting a durable upstream chemical/quotation representative.",2,https://www.fpcc.com.tw/uploads/images/ir/%E5%8F%B0%E5%A1%91%E7%9F%B3%E5%8C%96113%E5%B9%B4%E8%82%A1%E6%9D%B1%E6%9C%83%E5%B9%B4%E5%A0%B1.pdf|https://www.fpcc.com.tw/,2024 annual report; current company site,HIGH,Refining and petrochemical exposure overlap; PM should confirm whether the topic is intended to include integrated oil/petrochemical names.,false,2026-08-09,leader-set-research.v2
,半導體原料,半導體原料,2426,鼎元,0.50,NEEDS_REVIEW,MEDIUM_HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,MEDIUM,HIGH,"Tyntek's official materials identify compound-semiconductor devices, Si devices, LED/laser products and sensing components; this establishes semiconductor-material/device relevance but not a clear raw-material or wafer-supplier identity.",official company product/IR; annual report or regulatory/industry source,"Tyntek's official materials identify compound-semiconductor devices, Si devices, LED/laser products and sensing components; this establishes semiconductor-material/device relevance but not a clear raw-material or wafer-supplier identity.",3,https://www.tyntek.com.tw/en/about.php|https://www.tyntek.com.tw/products_top.php|https://www.tyntek.com.tw/investor.php?cs=1&sn=12,current company profile; current product catalog; current investor page,MEDIUM,Classification debt is material: the public evidence points to devices and optoelectronics rather than upstream raw materials. Keep NEEDS_REVIEW until the topic definition or membership is clarified.,true,2026-08-09,leader-set-research.v2
,半導體原料,半導體原料,4971,IET-KY,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"IntelliEPI's official materials identify III-V compound-semiconductor epitaxial wafers as the core business, covering InP, GaAs and GaSb for high-speed optical communication, wireless, defense sensing and quantum applications; this is a direct upstream-material representative.",official company product/IR; annual report or regulatory/industry source,"IntelliEPI's official materials identify III-V compound-semiconductor epitaxial wafers as the core business, covering InP, GaAs and GaSb for high-speed optical communication, wireless, defense sensing and quantum applications; this is a direct upstream-material representative.",4,https://www.intelliepi.com/tw/news.html|https://www.intelliepi.com.tw/profile.html|https://www.intelliepi.com.tw/investors.html|https://www.intelliepi.com/tw/doc/%E6%B0%B8%E7%BA%8C%E5%A0%B1%E5%91%8A%E4%B8%AD%E6%96%87%E7%89%88.pdf,current company news/profile; current investor page; 2025 sustainability report,HIGH,The supplied topic is broader than III-V epitaxy; this candidate is strongest if PM defines semiconductor raw material to include compound-semiconductor epi wafers.,false,2026-08-09,leader-set-research.v2
,半導體原料,半導體原料,4991,環宇-KY,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"GCS's official company profile and annual report identify a pure-play III-V compound-semiconductor wafer-foundry platform for GaAs, InP and GaN RF, power and optoelectronic devices; it is an upstream wafer/material influence but not a raw-material producer in the narrowest sense.",official company product/IR; annual report or regulatory/industry source,"GCS's official company profile and annual report identify a pure-play III-V compound-semiconductor wafer-foundry platform for GaAs, InP and GaN RF, power and optoelectronic devices; it is an upstream wafer/material influence but not a raw-material producer in the narrowest sense.",4,https://gcsincorp.com/tc/about/company_profile.php|https://www.gcsincorp.com/pdf/2023_Annual_Report.pdf|https://ic.tpex.org.tw/company_chain.php?stk_code=4991|https://gcsincorp.com/tc/,current company profile; 2023 annual report; current TPEx industry-chain record; current company site,HIGH,"This is a wafer-foundry/device platform, so 0.75 is conditional on PM accepting wafer manufacturing as part of the supplied `半導體原料` label.",false,2026-08-09,leader-set-research.v2
,半導體設備零組件,半導體設備零組件,3413,京鼎,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Foxsemicon's public disclosure identifies semiconductor and automation equipment, modules and key components as core businesses, with key-component revenue a material part of its operating structure.",official company product/IR; annual report or regulatory/industry source,"Foxsemicon's public disclosure identifies semiconductor and automation equipment, modules and key components as core businesses, with key-component revenue a material part of its operating structure.",3,https://www.megasec.com.tw/emega/upload/bulletin/160c522490e000000322.pdf|https://www.gudeng.com/|https://www.twse.com.tw/pdf/en/3413_en.pdf,public company disclosure; current company site; current TWSE profile,HIGH,Direct structural fit; confirm current product mix after the next IR refresh.,false,2026-08-09,leader-set-research.v2
,半導體設備零組件,半導體設備零組件,6830,汎銓,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"MA-tek's official site describes analytical services across IC design, manufacturing, packaging and testing, positioning the company as a semiconductor R&D/metrology partner and critical process-support supplier.",official company product/IR; annual report or regulatory/industry source,"MA-tek's official site describes analytical services across IC design, manufacturing, packaging and testing, positioning the company as a semiconductor R&D/metrology partner and critical process-support supplier.",3,https://www.matek.com/en/|https://www.msscorps.com/Default.asp?char_set=tw|https://www.twse.com.tw/pdf/en/6830_en.pdf,current official company site; current Chinese company site; current TWSE profile,HIGH,The role is analytical/metrology service rather than a hardware component; PM should confirm that the supplied broad equipment-component topic includes this process-support layer.,false,2026-08-09,leader-set-research.v2
,半導體設備零組件,半導體設備零組件,8091,翔名,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM,HIGH,"Feedback Technology's official profile states that it localizes critical semiconductor-equipment components made from graphite, molybdenum, tungsten, tantalum, SiC and silicon; this is a direct consumables/key-components identity.",official company product/IR; annual report or regulatory/industry source,"Feedback Technology's official profile states that it localizes critical semiconductor-equipment components made from graphite, molybdenum, tungsten, tantalum, SiC and silicon; this is a direct consumables/key-components identity.",3,https://www.feedback.com.tw/tw/about|https://www.feedback.com.tw/tw/investors/1212|https://www.twse.com.tw/pdf/en/8091_en.pdf,current company profile; current sustainability/IR page; current TWSE profile,HIGH,Direct key-component fit; its aerospace precision-material work should not be conflated with semiconductor-equipment leadership.,false,2026-08-09,leader-set-research.v2
,商辦／都市更新,商辦／都市更新,2348,海悅,0.75,CANDIDATE,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Hiyes' official group materials describe its first large commercial real-estate project, building development subsidiaries and an urban-renewal-related investment portfolio, supporting a clear but smaller commercial/renewal role.",official company product/IR; annual report or regulatory/industry source,"Hiyes' official group materials describe its first large commercial real-estate project, building development subsidiaries and an urban-renewal-related investment portfolio, supporting a clear but smaller commercial/renewal role.",3,https://www.hiyesbuild.com.tw/about/|https://www.hiyes-group.com.tw/upload/finance_report/f6699e8dbe17433990d6a3fe50ea936b.pdf|https://www.uiur.com.tw/news-202412021/,current group profile; financial report; 2024-12-02 urban-renewal industry article,MEDIUM_HIGH,Some urban-renewal evidence is subsidiary or project-level; retain 0.75 and verify current parent-company materiality before approval.,false,2026-08-09,leader-set-research.v2
,商辦／都市更新,商辦／都市更新,2542,興富發,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Highwealth's official urban-renewal page lists multiple renewal projects and its ESG material identifies participation in urban renewal and government-led redevelopment, supporting a major commercial/renewal representative.",official company product/IR; annual report or regulatory/industry source,"Highwealth's official urban-renewal page lists multiple renewal projects and its ESG material identifies participation in urban renewal and government-led redevelopment, supporting a major commercial/renewal representative.",3,https://www.highwealth.com.tw/renewal.php|https://esg.highwealth.com.tw/building/supply-chain|https://www.highwealth.com.tw/about.php,current urban-renewal page; current ESG page; current company profile,HIGH,The group's residential development remains large; 0.75 reflects clear renewal evidence without treating it as a pure commercial developer.,false,2026-08-09,leader-set-research.v2
,商辦／都市更新,商辦／都市更新,2548,華固,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Huaku's official disclosures explicitly describe office/commercial projects, ongoing urban-renewal strategy and simultaneous residential/office development, making it a durable structural representative of the supplied mixed commercial-renewal topic.",official company product/IR; annual report or regulatory/industry source,"Huaku's official disclosures explicitly describe office/commercial projects, ongoing urban-renewal strategy and simultaneous residential/office development, making it a durable structural representative of the supplied mixed commercial-renewal topic.",3,https://www.huaku.com.tw/files/uploads/investor_shareholder/2026_shareholder_C07.pdf|https://www.huaku.com.tw/about|https://www.twse.com.tw/,2026 shareholder material; current company profile; exchange/regulatory portal,HIGH,Commercial and renewal exposure is meaningful but mixed with residential development; retain topic-specific governance rather than reusing the residential weight automatically.,false,2026-08-09,leader-set-research.v2
,固態電容,固態電容,2472,立隆電,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Lelon’s official product pages cover organic conductive-polymer solid capacitors, hybrid aluminum capacitors and a broad aluminum-electrolytic portfolio; its annual-report material identifies solid-state capacitor as a strategic product line.",official company product/IR; annual report or regulatory/industry source,"Lelon’s official product pages cover organic conductive-polymer solid capacitors, hybrid aluminum capacitors and a broad aluminum-electrolytic portfolio; its annual-report material identifies solid-state capacitor as a strategic product line.",3,https://www.lelon.com.tw/tw/product.php|https://www.lelon.com.tw/tw/|https://www.lelon.com.tw/upload/inves1/159005072669.pdf,current product page; current company site; official company report,HIGH,Broad aluminum-capacitor group; keep below APAQ for the solid-state-specific topic.,false,2026-08-09,leader-set-research.v2
,固態電容,固態電容,6449,鈺邦,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"APAQ's official company profile states that the company is a specialist conductive-polymer solid-state capacitor manufacturer with winding and chip-type solid capacitors, long production experience and ongoing R&D.",official company product/IR; annual report or regulatory/industry source,"APAQ's official company profile states that the company is a specialist conductive-polymer solid-state capacitor manufacturer with winding and chip-type solid capacitors, long production experience and ongoing R&D.",3,https://www.apaq.com.tw/zh-TW/page/company-profile.html|https://www.apaq.com.tw/zh-TW/news/APAQ-news-2023-03.html|https://www.apaq.com.tw/Templates/att/113-Annual-report.ch.pdf?lng=zh-TW,current company profile; 2023 official article; 2024 annual report,HIGH,"Direct specialist fit; weight reflects product identity, not market-cap status.",false,2026-08-09,leader-set-research.v2
,固態電容,固態電容,8042,金山電,0.50,NEEDS_REVIEW,MEDIUM_HIGH,MEDIUM,NOT_USED_FOR_IDENTITY,MEDIUM,HIGH,"The supplied membership and public company profile indicate an aluminum-capacitor manufacturer, but current solid-state-specific product evidence was not sufficiently refreshed.",official company product/IR; annual report or regulatory/industry source,"The supplied membership and public company profile indicate an aluminum-capacitor manufacturer, but current solid-state-specific product evidence was not sufficiently refreshed.",1,https://www.twse.com.tw/pdf/en/8042_en.pdf,current TWSE company profile,MEDIUM,Keep NEEDS_REVIEW until a current official catalogue separates solid-state from general aluminum capacitors.,false,2026-08-09,leader-set-research.v2
,大型電子權值,大型電子權值,2317,鴻海,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Foxconn's official releases describe AI-server vertical integration, rack-scale systems and data-center infrastructure within a global electronics-manufacturing platform, supporting a durable large-cap role.",official company product/IR; annual report or regulatory/industry source,"Foxconn's official releases describe AI-server vertical integration, rack-scale systems and data-center infrastructure within a global electronics-manufacturing platform, supporting a durable large-cap role.",3,https://www.foxconn.com/en-us/press-center/press-releases/latest-news/2054|https://www.foxconn.com/en-us/press-center/press-releases/latest-news/2052|https://www.twse.com.tw/pdf/en/2317_en.pdf,2026-06-04 official releases; current TWSE profile,HIGH,Diversified group and overlap with AI-server ODM; use separate topic-specific weights.,false,2026-08-09,leader-set-research.v2
,大型電子權值,大型電子權值,2330,台積電,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"TSMC's official annual report and company materials document global foundry scale, technology leadership and AI/HPC packaging capacity, providing a durable structural anchor for this broad electronics-weight topic.",official company product/IR; annual report or regulatory/industry source,"TSMC's official annual report and company materials document global foundry scale, technology leadership and AI/HPC packaging capacity, providing a durable structural anchor for this broad electronics-weight topic.",2,https://investor.tsmc.com/static/annualReports/2024/english/index.html|https://www.twse.com.tw/pdf/en/2330_en.pdf,2024 annual report; current TWSE profile,HIGH,Broad large-cap topic overlaps with foundry and CoWoS; the candidate is topic-specific and does not change those sets.,false,2026-08-09,leader-set-research.v2
,大型電子權值,大型電子權值,2382,廣達,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Quanta's official server and annual-report materials document a global ICT/data-center system platform, supporting a durable large-cap electronics role in addition to its AI-server topic-specific candidate.",official company product/IR; annual report or regulatory/industry source,"Quanta's official server and annual-report materials document a global ICT/data-center system platform, supporting a durable large-cap electronics role in addition to its AI-server topic-specific candidate.",3,https://www.quantatw.com/Quanta/english/product/qci_es.aspx|https://www.quantatw.com/quanta/english/investment/annualreports.aspx|https://www.twse.com.tw/pdf/en/2382_en.pdf,current product page; current annual-report index; current TWSE profile,HIGH,Avoid double-counting: large-cap weight is not a substitute for the separate AI-server ODM decision.,false,2026-08-09,leader-set-research.v2
,太陽能,太陽能,3576,聯合再生,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"URE's official company profile lists solar cells, modules, wafers and related systems as its principal businesses; current investor materials continue to position it as a solar-module and total renewable-energy solution provider.",official company product/IR; annual report or regulatory/industry source,"URE's official company profile lists solar cells, modules, wafers and related systems as its principal businesses; current investor materials continue to position it as a solar-module and total renewable-energy solution provider.",3,https://www.urecorp.com/investors/abouture/66/|https://www.urecorp.com/investors/|https://www.urecorp.com/news_detail/news20260708/,current company profile; current investor-relations page; 2026-07-08 market/product release,HIGH,The issuer has also pursued storage and other energy solutions; the 1.00 weight is for the supplied solar topic only and does not rank its storage role.,false,2026-08-09,leader-set-research.v2
,太陽能,太陽能,6244,茂迪,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Motech's official investor and sustainability materials identify solar-cell and solar-module development and manufacturing as a durable core business, with long-standing photovoltaic production capability rather than a short-term thematic association.",official company product/IR; annual report or regulatory/industry source,"Motech's official investor and sustainability materials identify solar-cell and solar-module development and manufacturing as a durable core business, with long-standing photovoltaic production capability rather than a short-term thematic association.",3,https://www.motech.com.tw/investors/twse.php|https://www.motech.com.cn/doc/sd/Motech_ESG_report_2024.pdf|https://www.twse.com.tw/pdf/en/6244_en.pdf,current official investor page; 2024 sustainability report; current TWSE profile,HIGH,"Direct solar-cell/module fit; the broad topic includes both upstream and downstream solar names, so the weight should not be compared mechanically with wafer or system specialists.",false,2026-08-09,leader-set-research.v2
,太陽能,太陽能,6443,元晶,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"TSEC's official annual-report and operating-information materials identify solar-cell and module manufacturing as the company's core operating identity, including ongoing photovoltaic product and capacity disclosures.",official company product/IR; annual report or regulatory/industry source,"TSEC's official annual-report and operating-information materials identify solar-cell and module manufacturing as the company's core operating identity, including ongoing photovoltaic product and capacity disclosures.",4,https://www.tsecpv.com/|https://www.tsecpv.com/en/storage/2025/03/2023-%E8%8B%B1%E6%96%87%E7%89%88-%E8%82%A1%E6%9D%B1%E6%9C%83%E5%B9%B4%E5%A0%B1.pdf|https://www.tsecpv.com/monthly-operating-information/|https://www.twse.com.tw/pdf/en/6443_en.pdf,current company site; annual report; current operating-information page; current TWSE profile,HIGH,Direct solar manufacturing identity; keep separate from power-generation/developer names if the hierarchy later distinguishes manufacturing from project ownership.,false,2026-08-09,leader-set-research.v2
,太陽能,太陽能,6477,安集,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM,HIGH,"Anji's official company profile and product catalogue identify solar-module design and manufacturing, solar power-plant development and multiple current module families as durable core activities.",official company product/IR; annual report or regulatory/industry source,"Anji's official company profile and product catalogue identify solar-module design and manufacturing, solar power-plant development and multiple current module families as durable core activities.",4,https://www.anjitek.com/company-profile|https://www.anjitek.com/products|https://www.anjitek.com/pdf/387726/113%E8%82%A1%E6%9D%B1%E6%9C%83%E5%B9%B4%E5%A0%B1EN.pdf|https://www.twse.com.tw/pdf/ch/6477_ch.pdf,current company profile; current product catalogue; annual report; current TWSE profile,HIGH,"Direct module and project identity, but Anji is smaller and more diversified than the broadest cell/module anchors; retain 0.75 rather than infer top-tier status from price or liquidity.",false,2026-08-09,leader-set-research.v2
,工業自動化,工業自動化,1590,亞德客-KY,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"AirTAC's official product portfolio and annual-report materials cover pneumatic control components, actuators, linear guides and applications in industrial automation, electronic manufacturing and robot arms.",official company product/IR; annual report or regulatory/industry source,"AirTAC's official product portfolio and annual-report materials cover pneumatic control components, actuators, linear guides and applications in industrial automation, electronic manufacturing and robot arms.",3,https://www.airtac.com/|https://us-en.airtac.com/upload/2025120309542350910.PDF|https://eu-en.airtac.com/upload/2025051209452319810.PDF,current company site; 2025 application material; 2025 annual-report material,HIGH,Pneumatic automation is a major subsegment rather than a complete automation-system provider; 0.75 preserves role separation.,false,2026-08-09,leader-set-research.v2
,工業自動化,工業自動化,2395,研華,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"Advantech's official materials identify industrial computers, edge computing, industrial IoT and real-time industrial automation as durable business capabilities and applications.",official company product/IR; annual report or regulatory/industry source,"Advantech's official materials identify industrial computers, edge computing, industrial IoT and real-time industrial automation as durable business capabilities and applications.",3,https://www.advantech.com/|https://www.advantech.com/pt-br/resources/news/high-efficiency-edge-ai-solution-nxp-imx-95|https://advcloudfiles.advantech.com/investor/Shareholder-Annual-Report/113/1.pdf,current company site; 2026-02 release; 2023 annual report,HIGH,Broad industrial-computing platform; PM should confirm whether the topic intends to include industrial PCs and edge controllers alongside dedicated automation vendors.,false,2026-08-09,leader-set-research.v2
,成熟製程,成熟製程,2303,聯電,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"UMC's official overview identifies stock 2303 as a global foundry with seven 8-inch fabs, multiple 12-inch fabs and a durable specialty-technology portfolio serving logic, mixed-signal, RF, high-voltage, embedded-memory and BCD applications.",official company product/IR; annual report or regulatory/industry source,"UMC's official overview identifies stock 2303 as a global foundry with seven 8-inch fabs, multiple 12-inch fabs and a durable specialty-technology portfolio serving logic, mixed-signal, RF, high-voltage, embedded-memory and BCD applications.",3,https://www.umc.com/en/About/about_overview|https://www.umc.com/en/Download/annual_reports|https://www.umc.com/en/home/,current company overview; current annual-report portal; current company site,HIGH,UMC is a broad pure-play foundry and also belongs to the supplied 晶圓代工 universe; this row is limited to the supplied 成熟製程 topic and does not change membership.,true,2026-08-09,leader-set-research.v2
,成熟製程,成熟製程,5347,世界,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,VIS's official and industry/industry-regulator materials identify it as a leading specialty IC foundry with five 8-inch fabs and long-running high-value specialty-technology manufacturing services.,official company product/IR; annual report or regulatory/industry source,VIS's official and industry/industry-regulator materials identify it as a leading specialty IC foundry with five 8-inch fabs and long-running high-value specialty-technology manufacturing services.,3,https://www.vis.com.tw/|https://www.semi.org/en/resources/member-directory/vanguard-international|https://aeepa.moenv.gov.tw/Page/Deeds/nation/6th/%E7%AC%AC6%E5%B1%86%E7%B8%BD%E5%9C%8B%E4%BC%81%E6%A5%AD%E7%92%B0%E4%BF%9D%E7%8D%8E%E5%84%AA%E8%89%AF%E4%BA%8B%E8%B9%9F%E5%BD%99%E7%B7%A8.pdf,current company site; 2024 SEMI member profile; 2024 environmental-award profile,HIGH,VIS is a specialty-foundry specialist rather than a broad scale peer of UMC; 0.75 reflects durable fit and role distinction.,false,2026-08-09,leader-set-research.v2
,成熟製程,成熟製程,6770,力積電,0.75,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"PSMC's official profile and manufacturing-services pages identify open-foundry services in advanced memory, customized logic and discrete components, with long-running 8-inch and 12-inch wafer-fab operations.",official company product/IR; annual report or regulatory/industry source,"PSMC's official profile and manufacturing-services pages identify open-foundry services in advanced memory, customized logic and discrete components, with long-running 8-inch and 12-inch wafer-fab operations.",3,https://www.powerchip.com/en-global/staticpage/company-profile|https://www.powerchip.com/en-global/services/manufacturing-services-en|https://www.powerchip.com/en-global/services/foundry-services/high-voltage,current company profile; current manufacturing-services page; current high-voltage foundry page,HIGH,PSMC spans foundry and memory-oriented services; PM should keep this topic separate from DRAM/NAND and decide whether the supplied hierarchy's mature-process label is broad enough.,false,2026-08-09,leader-set-research.v2
,散熱零組件,散熱零組件,3017,奇鋐,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"AVC's official company description calls it a leading global total thermal-solution provider, making it a durable structural representative of thermal components.",official company product/IR; annual report or regulatory/industry source,"AVC's official company description calls it a leading global total thermal-solution provider, making it a durable structural representative of thermal components.",1,https://www.avc.co/en-us/,undated current company page,HIGH,Use this broad thermal-components role separately from the more specific liquid-cooling role.,false,2026-08-09,leader-set-research.v2
,散熱零組件,散熱零組件,3324,雙鴻,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Auras has a long-standing thermal-solution business spanning server, PC, VGA and automotive applications, with explicit liquid-cooling development.",official company product/IR; annual report or regulatory/industry source,"Auras has a long-standing thermal-solution business spanning server, PC, VGA and automotive applications, with explicit liquid-cooling development.",2,https://www.auras.com.tw/News/NewsContent/14-8|https://www.auras.com.tw/node/9,2025-05-19; undated company profile,HIGH,Cross-topic assignment is intentional because the source describes both broad thermal solutions and liquid cooling.,false,2026-08-09,leader-set-research.v2
,晶圓代工,晶圓代工,2330,台積電,1.00,CANDIDATE,HIGH,HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"TSMC's official 2025 annual report and company materials identify the pure-play foundry model, advanced and specialty process manufacturing and a global customer base as the company's core business.",official company product/IR; annual report or regulatory/industry source,"TSMC's official 2025 annual report and company materials identify the pure-play foundry model, advanced and specialty process manufacturing and a global customer base as the company's core business.",2,https://investor.tsmc.com/static/annualReports/2025/english/index.html|https://www.tsmc.com/english/aboutTSMC/company_profile,2025 annual report; current company profile,HIGH,No material identity ambiguity; PM still needs to decide how broad `晶圓代工` should be relative to `成熟製程` and `記憶體製程`.,false,2026-08-09,leader-set-research.v2
,晶圓代工,晶圓代工,5347,世界,0.75,CANDIDATE,HIGH,MEDIUM_HIGH,NOT_USED_FOR_IDENTITY,HIGH,HIGH,"VIS is described in public company/partner materials as a leading specialty IC foundry service provider with manufacturing, packaging and testing capabilities; the specialty-foundry identity is durable but narrower than TSMC's.",official company product/IR; annual report or regulatory/industry source,"VIS is described in public company/partner materials as a leading specialty IC foundry service provider with manufacturing, packaging and testing capabilities; the specialty-foundry identity is durable but narrower than TSMC's.",2,https://www.vis.com.tw/en/|https://www.nxp.com/company/about-nxp/newsroom/NW-VSMC,current company site; 2024-06-05 NXP partnership release,MEDIUM_HIGH,Confirm whether the supplied topic expects specialty foundries such as VIS or only the largest pure-play foundries.,false,2026-08-09,leader-set-research.v2
,晶圓材料,晶圓材料,5434,崇越,0.75,NEEDS_REVIEW,HIGH,HIGH,NOT_USED_FOR_IDENTITY,MEDIUM_HIGH,HIGH,"Topco's official product and annual-report materials identify wafer, reclaim wafer, photoresist, specialty gases, CMP slurry, quartz and other front-end materials as a durable core semiconductor-materials platform, with distribution, technical service and local supply-chain integration.",official company product/IR; annual report or regulatory/industry source,"Topco's official product and annual-report materials identify wafer, reclaim wafer, photoresist, specialty gases, CMP slurry, quartz and other front-end materials as a durable core semiconductor-materials platform, with distribution, technical service and local supply-chain integration.",3,https://www.topco-global.com/en/archives/127672|https://www.topco-global.com/en/products/sic-gan-epi-substrate|https://www.topco-global.com/wp-content/uploads/2025/05/ANNUAL-113ENG.pdf,2024-07-10 official company release; current product page; 2024 annual report,MEDIUM,"The supplied `晶圓材料` label is absent from the hierarchy, so this is classification review only. Topco is a diversified integrated supplier/distributor rather than a single wafer manufacturer; PM should confirm the role before any approval.",true,2026-08-09,leader-set-research.v2
