instrument_code,instrument_name,market_code,topic_role,topic_name,topic_parent,topic_enabled,topic_level,topic_role_in_hierarchy,topic_weight_in_hierarchy,stock_topic_weight,topic_description,group_status,mapping_status,research_version
8240,華宏,TWO,PRIMARY,其他原物料,傳統產業材料,Y,D,補充,0.5,1.1,有明確原物料、金屬、紙漿、玻璃或能源報價關聯，但不屬上述細題材。,啟用,MATCHED,topic-universe-mapping.v1
8277,商丞,TWO,PRIMARY,其他原物料,傳統產業材料,Y,D,補充,0.5,1.0,有明確原物料、金屬、紙漿、玻璃或能源報價關聯，但不屬上述細題材。,啟用,MATCHED,topic-universe-mapping.v1
8383,千附,TWO,PRIMARY,其他原物料,傳統產業材料,Y,D,補充,0.5,1.1,有明確原物料、金屬、紙漿、玻璃或能源報價關聯，但不屬上述細題材。,啟用,MATCHED,topic-universe-mapping.v1
1451,年興,TPE,SECONDARY,其他原物料,傳統產業材料,Y,D,補充,0.5,0.5,有明確原物料、金屬、紙漿、玻璃或能源報價關聯，但不屬上述細題材。,啟用,MATCHED,topic-universe-mapping.v1
1785,光洋科,TWO,SECONDARY,其他原物料,傳統產業材料,Y,D,補充,0.5,0.6,有明確原物料、金屬、紙漿、玻璃或能源報價關聯，但不屬上述細題材。,啟用,MATCHED,topic-universe-mapping.v1
1802,台玻,TPE,SECONDARY,其他原物料,傳統產業材料,Y,D,補充,0.5,0.6,有明確原物料、金屬、紙漿、玻璃或能源報價關聯，但不屬上述細題材。,啟用,MATCHED,topic-universe-mapping.v1
3290,東浦,TWO,SECONDARY,其他原物料,傳統產業材料,Y,D,補充,0.5,0.8,有明確原物料、金屬、紙漿、玻璃或能源報價關聯，但不屬上述細題材。,啟用,MATCHED,topic-universe-mapping.v1
4760,勤凱,TWO,SECONDARY,其他原物料,傳統產業材料,Y,D,補充,0.5,0.7,有明確原物料、金屬、紙漿、玻璃或能源報價關聯，但不屬上述細題材。,啟用,MATCHED,topic-universe-mapping.v1
2630,亞航,TPE,PRIMARY,其他國防,軍工國防,Y,D,補充,0.5,1.3,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
2634,漢翔,TPE,PRIMARY,其他國防,軍工國防,Y,D,補充,0.5,1.4,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
3005,神基,TPE,PRIMARY,其他國防,軍工國防,Y,D,補充,0.5,1.3,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
3213,茂訊,TWO,PRIMARY,其他國防,軍工國防,Y,D,補充,0.5,1.2,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
4916,事欣科,TPE,PRIMARY,其他國防,軍工國防,Y,D,補充,0.5,1.3,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
5222,全訊,TPE,PRIMARY,其他國防,軍工國防,Y,D,補充,0.5,1.4,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
1342,八貫,TPE,SECONDARY,其他國防,軍工國防,Y,D,補充,0.5,0.6,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
1474,弘裕,TPE,SECONDARY,其他國防,軍工國防,Y,D,補充,0.5,0.6,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
1810,和成,TPE,SECONDARY,其他國防,軍工國防,Y,D,補充,0.5,0.6,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
6517,保勝光學,TWO,SECONDARY,其他國防,軍工國防,Y,D,補充,0.5,0.7,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
7402,邑錡,TWO,SECONDARY,其他國防,軍工國防,Y,D,補充,0.5,0.7,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
7709,榮田,TWO,SECONDARY,其他國防,軍工國防,Y,D,補充,0.5,0.8,國防訂單或軍工產品，但無法歸入無人機、雷達感測、船舶或航太零組件。,啟用,MATCHED,topic-universe-mapping.v1
2352,佳世達,TPE,PRIMARY,其他大型權值,大型權值,Y,X,補充,0.5,1.0,大型市值權值股，但不屬大型電子或大型金融。,啟用,MATCHED,topic-universe-mapping.v1
2409,友達,TPE,PRIMARY,其他大型權值,大型權值,Y,X,補充,0.5,1.1,大型市值權值股，但不屬大型電子或大型金融。,啟用,MATCHED,topic-universe-mapping.v1
7777,能率亞洲,TWO,PRIMARY,其他大型權值,大型權值,Y,X,補充,0.5,1.2,大型市值權值股，但不屬大型電子或大型金融。,啟用,MATCHED,topic-universe-mapping.v1
1611,中電,TPE,PRIMARY,其他能源,電力與能源,Y,X,補充,0.5,1.0,有能源產品或服務，但無法歸入重電、儲能、太陽能、AI 電力或離岸風電。,啟用,MATCHED,topic-universe-mapping.v1
6179,亞通,TWO,PRIMARY,其他能源,電力與能源,Y,X,補充,0.5,1.2,有能源產品或服務，但無法歸入重電、儲能、太陽能、AI 電力或離岸風電。,啟用,MATCHED,topic-universe-mapping.v1
6803,崑鼎,TWO,PRIMARY,其他能源,電力與能源,Y,X,補充,0.5,1.3,有能源產品或服務，但無法歸入重電、儲能、太陽能、AI 電力或離岸風電。,啟用,MATCHED,topic-universe-mapping.v1
6806,森崴能源,TPE,PRIMARY,其他能源,電力與能源,Y,X,補充,0.5,1.3,有能源產品或服務，但無法歸入重電、儲能、太陽能、AI 電力或離岸風電。,啟用,MATCHED,topic-universe-mapping.v1
1513,中興電,TPE,SECONDARY,其他能源,電力與能源,Y,X,補充,0.5,0.9,有能源產品或服務，但無法歸入重電、儲能、太陽能、AI 電力或離岸風電。,啟用,MATCHED,topic-universe-mapping.v1
2466,冠西電,TPE,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
2483,百容,TPE,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
3624,光頡,TWO,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.2,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
5228,鈺鎧,TWO,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.3,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
5328,華容,TWO,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
6155,鈞寶,TPE,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.1,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
6204,艾華,TWO,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
6207,雷科,TWO,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.4,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
6821,聯寶,TWO,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.3,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
6834,天二科技,TPE,PRIMARY,其他被動元件,被動元件,Y,X,補充,0.5,1.2,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
2327,國巨,TPE,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0.8,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
2478,大毅,TPE,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
2492,華新科,TPE,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
3026,禾伸堂,TPE,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
3090,日電貿,TPE,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0.7,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
3357,臺慶科,TWO,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
6173,信昌電,TWO,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
6175,立敦,TWO,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
6432,今展科,TWO,SECONDARY,其他被動元件,被動元件,Y,X,補充,0.5,0.0,有明確被動元件產品，但不屬 MLCC、鋁電容、固態電容、電感或石英元件。,啟用,MATCHED,topic-universe-mapping.v1
1319,東陽,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.2,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
1536,和大,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.1,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
1563,巧新,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.1,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
1568,倉佑,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.2,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2243,宏旭-KY,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.1,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2351,順德,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.3,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2355,敬鵬,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.2,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2413,環科,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.2,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2457,飛宏,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.2,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3023,信邦,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.3,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3044,健鼎,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.4,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3290,東浦,TWO,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.3,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3346,麗清,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.1,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3715,定穎投控,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.4,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
4551,智伸科,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.2,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
5243,乙盛-KY,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.3,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
5285,界霖,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.3,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
5288,豐祥-KY,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.1,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
5439,高技,TWO,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.3,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6279,胡連,TWO,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.4,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6548,長科*,TWO,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.3,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6605,帝寶,TPE,PRIMARY,其他車用電子,車用電子,Y,D,補充,0.5,1.3,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
1474,弘裕,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.6,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
1605,華新,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.8,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2302,麗正,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.6,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2344,華邦電,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2428,興勤,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2460,建通,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.6,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2472,立隆電,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
2481,強茂,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3149,正達,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.6,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3362,先進光,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3390,旭軟,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.6,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3675,德微,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3706,神達,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.8,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
4564,元翎,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
4721,美琪瑪,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
4919,新唐,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.8,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
4938,和碩,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
5228,鈺鎧,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.8,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
5425,台半,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6129,普誠,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6174,安碁,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.8,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6191,精成科,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.0,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6269,台郡,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.6,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6271,同欣電,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6275,元山,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6415,矽力-KY,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.6,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6642,富致,TWO,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6719,力智,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.7,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6742,澤米,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.8,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6789,采鈺,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.8,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
6805,富世達,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.9,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
7788,松川精密,TPE,SECONDARY,其他車用電子,車用電子,Y,D,補充,0.5,0.8,車用電子產品，但無法歸入 EV、ADAS、車用功率或車用連接器。,啟用,MATCHED,topic-universe-mapping.v1
3339,泰谷,TWO,PRIMARY,其他通訊光電,通訊與光電,Y,X,補充,0.5,1.2,通訊或光電產品，但不屬網通、低軌衛星、矽光子或一般光通訊。,啟用,MATCHED,topic-universe-mapping.v1
3504,揚明光,TPE,PRIMARY,其他通訊光電,通訊與光電,Y,X,補充,0.5,1.2,通訊或光電產品，但不屬網通、低軌衛星、矽光子或一般光通訊。,啟用,MATCHED,topic-universe-mapping.v1
5371,中光電,TWO,PRIMARY,其他通訊光電,通訊與光電,Y,X,補充,0.5,1.3,通訊或光電產品，但不屬網通、低軌衛星、矽光子或一般光通訊。,啟用,MATCHED,topic-universe-mapping.v1
6226,光鼎,TPE,PRIMARY,其他通訊光電,通訊與光電,Y,X,補充,0.5,1.1,通訊或光電產品，但不屬網通、低軌衛星、矽光子或一般光通訊。,啟用,MATCHED,topic-universe-mapping.v1
8069,元太,TWO,PRIMARY,其他通訊光電,通訊與光電,Y,X,補充,0.5,1.5,通訊或光電產品，但不屬網通、低軌衛星、矽光子或一般光通訊。,啟用,MATCHED,topic-universe-mapping.v1
3322,建舜電,TWO,PRIMARY,其他連接器,電子連接,Y,X,補充,0.5,1.1,明確為連接元件但無法歸高速或一般連接器的特殊連接方案。,啟用,MATCHED,topic-universe-mapping.v1
2342,茂矽,TPE,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.3,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
3317,尼克森,TWO,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.3,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
4923,力士,TWO,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.2,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
5299,杰力,TWO,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.2,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
5425,台半,TWO,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.3,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
6435,大中,TWO,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.2,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
6651,全宇昕,TWO,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.2,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
6719,力智,TPE,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.4,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
8261,富鼎,TPE,PRIMARY,功率 MOSFET,功率半導體,Y,X,核心,1,1.3,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
3257,虹冠電,TPE,SECONDARY,功率 MOSFET,功率半導體,Y,X,核心,1,0.8,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
3588,通嘉,TPE,SECONDARY,功率 MOSFET,功率半導體,Y,X,核心,1,0.6,MOSFET、Super Junction、低壓／高壓功率 MOSFET 及其製造商。,啟用,MATCHED,topic-universe-mapping.v1
2302,麗正,TPE,PRIMARY,功率二極體／整流器,功率半導體,Y,D,主流,0.8,1.2,整流二極體、蕭特基、TVS 以外的功率二極體與整流器。,啟用,MATCHED,topic-universe-mapping.v1
2434,統懋,TPE,PRIMARY,功率二極體／整流器,功率半導體,Y,D,主流,0.8,1.1,整流二極體、蕭特基、TVS 以外的功率二極體與整流器。,啟用,MATCHED,topic-universe-mapping.v1
2481,強茂,TPE,PRIMARY,功率二極體／整流器,功率半導體,Y,D,主流,0.8,1.3,整流二極體、蕭特基、TVS 以外的功率二極體與整流器。,啟用,MATCHED,topic-universe-mapping.v1
3675,德微,TWO,PRIMARY,功率二極體／整流器,功率半導體,Y,D,主流,0.8,1.3,整流二極體、蕭特基、TVS 以外的功率二極體與整流器。,啟用,MATCHED,topic-universe-mapping.v1
5425,台半,TWO,PRIMARY,功率二極體／整流器,功率半導體,Y,D,主流,0.8,1.3,整流二極體、蕭特基、TVS 以外的功率二極體與整流器。,啟用,MATCHED,topic-universe-mapping.v1
6573,虹揚-KY,TPE,PRIMARY,功率二極體／整流器,功率半導體,Y,D,主流,0.8,1.2,整流二極體、蕭特基、TVS 以外的功率二極體與整流器。,啟用,MATCHED,topic-universe-mapping.v1
3450,聯鈞,TPE,SECONDARY,功率半導體,,,大族群,,,0.8,功率半導體主大族群，彙整所屬正式細題材之觀察與市場表現。,啟用,UNMAPPED_TOPIC,topic-universe-mapping.v1
1304,台聚,TPE,PRIMARY,化工原料／塑化報價,傳統產業材料,Y,A,核心,1,1.0,塑化、石化、化工原料與報價循環；不可只因使用化學品就歸入。,啟用,MATCHED,topic-universe-mapping.v1
1314,中石化,TPE,PRIMARY,化工原料／塑化報價,傳統產業材料,Y,A,核心,1,1.1,塑化、石化、化工原料與報價循環；不可只因使用化學品就歸入。,啟用,MATCHED,topic-universe-mapping.v1
1326,台化,TPE,PRIMARY,化工原料／塑化報價,傳統產業材料,Y,A,核心,1,1.3,塑化、石化、化工原料與報價循環；不可只因使用化學品就歸入。,啟用,MATCHED,topic-universe-mapping.v1
1708,東鹼,TPE,PRIMARY,化工原料／塑化報價,傳統產業材料,Y,A,核心,1,1.1,塑化、石化、化工原料與報價循環；不可只因使用化學品就歸入。,啟用,MATCHED,topic-universe-mapping.v1
1714,和桐,TPE,PRIMARY,化工原料／塑化報價,傳統產業材料,Y,A,核心,1,1.0,塑化、石化、化工原料與報價循環；不可只因使用化學品就歸入。,啟用,MATCHED,topic-universe-mapping.v1
1725,元禎,TPE,PRIMARY,化工原料／塑化報價,傳統產業材料,Y,A,核心,1,1.0,塑化、石化、化工原料與報價循環；不可只因使用化學品就歸入。,啟用,MATCHED,topic-universe-mapping.v1
